time,shoulder_pos,shoulder_vel,shoulder_acc,shoulder_jerk,shoulder_torque,elbow_pos,elbow_vel,elbow_acc,elbow_jerk,elbow_torque,elbow_torque_tvlqr,K1,K2,K3,K4,k0
1.010758892658180530e+00,-3.713222477240265412e-02,-2.359026549733721279e+00,-8.991649993313782119e+00,-3.939806943800752492e+02,0.000000000000000000e+00,1.695515984180801794e-01,-5.382226336371166653e+00,6.400820563545615016e+01,1.839661104778909475e+03,6.994820184191902213e-01,6.839467363034661407e-01,-3.057178703808294817e-01,-5.383757308204913106e-02,4.807029450015564559e-02,4.236927843759145662e-01,1.039869493944937766e-02
1.011759644037049988e+00,-3.952539483428673533e-02,-2.368216556139862483e+00,-9.368880893874543148e+00,-3.976702284298811492e+02,0.000000000000000000e+00,1.642858786698327134e-01,-5.317266881983377047e+00,6.579511265454205216e+01,1.851811242584454249e+03,7.030586586978031516e-01,6.878382051249729567e-01,-3.049142122100124142e-01,-5.137701113848232304e-02,4.795185934569966280e-02,4.235658691123757036e-01,9.646273654218938051e-03
1.012760395415919445e+00,-4.192635818794752944e-02,-2.377786068086623850e+00,-9.750234746428072086e+00,-4.013889346189365597e+02,0.000000000000000000e+00,1.590810104738214770e-01,-5.250512784303766445e+00,6.759510652443319145e+01,1.864004163938895999e+03,7.066352989764214110e-01,6.917428838746431108e-01,-3.041108990677988677e-01,-4.876761216628951873e-02,4.784471061895661376e-02,4.234473605849298772e-01,8.921185511523023470e-03
1.013761146794789125e+00,-4.433532718961636504e-02,-2.387739216654168217e+00,-1.013571203342054083e+01,-4.051340396266773496e+02,0.000000000000000000e+00,1.539382587115979972e-01,-5.181950939346221752e+00,6.940818772716248475e+01,1.876237062839030614e+03,7.102119392550405585e-01,6.956923490877560123e-01,-3.033047941285765270e-01,-4.602055832418845693e-02,4.774903309164549303e-02,4.233357102517110726e-01,8.236192408568486154e-03
1.014761898173658583e+00,-4.675251419553046184e-02,-2.398080132922673080e+00,-1.052531317772673880e+01,-4.089031090155679635e+02,0.000000000000000000e+00,1.488588882647013389e-01,-5.111568243124457567e+00,7.123435670337329384e+01,1.888507368294840944e+03,7.137885795336640360e-01,6.996545870726118554e-01,-3.024927605667334096e-01,-4.314703177089872915e-02,4.766501153548538539e-02,4.232293695708532755e-01,7.604056242562618959e-03
1.015762649552528041e+00,-4.917813156191368218e-02,-2.408812947972274188e+00,-1.091903855158389014e+01,-4.126939980265806298e+02,0.000000000000000000e+00,1.438441640146983225e-01,-5.039351591652597939e+00,7.307361385687690358e+01,1.900812729574679679e+03,7.173652198122770773e-01,7.036403094337917441e-01,-3.016716615566572557e-01,-4.015821466513812971e-02,4.759283072219530619e-02,4.231267900004904714e-01,7.037538910712257643e-03
1.016763400931397499e+00,-5.161239164501173898e-02,-2.419941792883182785e+00,-1.131688848393793201e+01,-4.165048087205728962e+02,0.000000000000000000e+00,1.388953508431099992e-01,-4.965287880944100785e+00,7.492595955833945709e+01,1.913150983103691942e+03,7.209418600908953367e-01,7.076395923093228291e-01,-3.008415021139374534e-01,-3.706116711076408443e-02,4.753265239916654172e-02,4.230280458239525920e-01,6.551662424135582322e-03
1.017764152310266956e+00,-5.405550680105918049e-02,-2.431470798735575478e+00,-1.171886326647417143e+01,-4.203338559280996378e+02,0.000000000000000000e+00,1.340137136314810684e-01,-4.889364007012764191e+00,7.679139414801177566e+01,1.925520139597238312e+03,7.245185003695188142e-01,7.116451963148990867e-01,-3.000091220195579833e-01,-3.385388377401522125e-02,4.748456660933685070e-02,4.229365142472027994e-01,6.168511767913716776e-03
1.018764903689136414e+00,-5.650768938627918903e-02,-2.443404096609569365e+00,-1.212496315886250109e+01,-4.241796389875369186e+02,0.000000000000000000e+00,1.292005172613789610e-01,-4.811566865872739740e+00,7.866991793971949676e+01,1.937918370286773552e+03,7.280951406481318555e-01,7.156463029050141866e-01,-2.991735294074107099e-01,-3.054453549273975638e-02,4.744868189346460041e-02,4.228516598086675127e-01,5.907960042275947794e-03
1.019765655068005872e+00,-5.896915175691765099e-02,-2.455745817585390789e+00,-1.253518839298411081e+01,-4.280408158122725126e+02,0.000000000000000000e+00,1.244570266143253945e-01,-4.731883353537474690e+00,8.056153122299723179e+01,1.950343982372555729e+03,7.316717809267502259e-01,7.196298984670305154e-01,-2.983331602298824881e-01,-2.714203003607185485e-02,4.742511499204905140e-02,4.227726771296731467e-01,5.789682848325831445e-03
1.020766406446875330e+00,-6.144010626920910073e-02,-2.468500092743210139e+00,-1.294953917645779917e+01,-4.654061269867506212e+02,0.000000000000000000e+00,1.197845065718650959e-01,-4.650300366020753806e+00,8.246623426479678187e+01,2.092414638502697926e+03,7.352484212053737034e-01,7.235861934438931886e-01,-2.974896872373598566e-01,-2.364300244573174642e-02,4.741394147502670658e-02,4.227006034075398988e-01,5.861641567131882155e-03
1.021767157825745009e+00,-6.392076527937717856e-02,-2.481671053163148954e+00,-1.335125814222971208e+01,-6.851880274909685795e+02,0.000000000000000000e+00,1.151842220155634838e-01,-4.566804799336749987e+00,8.431916900268927861e+01,2.939141530084722945e+03,7.388250614839875219e-01,7.268840212562955871e-01,-2.966446345998198231e-01,-2.006267066109859720e-02,4.741508325661019513e-02,4.226364225427282628e-01,6.116616913699167608e-03
1.022767909204614467e+00,-6.641190585597679663e-02,-2.495228254180520633e+00,-1.359569849762216798e+01,-1.664636252873412730e+02,0.000000000000000000e+00,1.106595438289604411e-01,-4.481516270425506043e+00,8.556446610922637319e+01,9.520543456757994818e+02,7.403676093241281508e-01,7.286364752905288844e-01,-2.957964388347706364e-01,-1.643536610534813633e-02,4.742915186308099829e-02,4.225785779682986743e-01,6.496842303120527011e-03
1.023768660583483925e+00,-6.891836287406251371e-02,-2.508883232527735263e+00,-1.365948661876886128e+01,-3.285946461588110878e+01,0.000000000000000000e+00,1.062288814798540010e-01,-4.395544559139349161e+00,8.611617031059951444e+01,4.361274246012537787e+02,7.391132800613618992e-01,7.284870705079623532e-01,-2.949439937132060652e-01,-1.279526185742175040e-02,4.745685334819539636e-02,4.225256886496452369e-01,6.940329368659309967e-03
